종목명,섹터,종목코드
엔에스쇼핑,소매(유통),138250
서울옥션,소매(유통),63170
다나와,소매(유통),119860
BGF,소매(유통),27410
큐렉소,소매(유통),60280
코리아센터,소매(유통),290510
도이치모터스,소매(유통),67990
케이티알파,소매(유통),36030
예스24,소매(유통),53280
광주신세계,소매(유통),37710
실리콘투,소매(유통),257720
대명소노시즌,소매(유통),7720
대구백화점,소매(유통),6370
세이브존I&C,소매(유통),67830
베뉴지,소매(유통),19010
씨유메디칼,소매(유통),115480
이상네트웍스,소매(유통),80010
아이에스이커머스,소매(유통),69920
비케이탑스,소매(유통),30790
YW,소매(유통),51390
KT&G,필수소비재,33780
CJ제일제당,필수소비재,97950
오리온,필수소비재,271560
메지온,필수소비재,140410
하이트진로,필수소비재,80
넥스트사이언스,필수소비재,3580
농심,필수소비재,4370
동서,필수소비재,26960
롯데지주,필수소비재,4990
오뚜기,필수소비재,7310
롯데칠성,필수소비재,5300
대상,필수소비재,1680
삼양홀딩스,필수소비재,70
오리온홀딩스,필수소비재,1800
삼양식품,필수소비재,3230
에이비프로바이오,필수소비재,195990
빙그레,필수소비재,5180
하림지주,필수소비재,3380
동원산업,필수소비재,6040
풀무원,필수소비재,17810
동원F&B,필수소비재,49770
매일유업,필수소비재,267980
지어소프트,필수소비재,51160
삼양사,필수소비재,145990
CJ프레시웨이,필수소비재,51500
이지홀딩스,필수소비재,35810
롯데제과,필수소비재,280360
선진,필수소비재,136490
롯데푸드,필수소비재,2270
대한제분,필수소비재,1130
SPC삼립,필수소비재,5610
남양유업,필수소비재,3920
대한제당,필수소비재,1790
대상홀딩스,필수소비재,84690
하림,필수소비재,136480
농심홀딩스,필수소비재,72710
무학,필수소비재,33920
사조산업,필수소비재,7160
제주맥주,필수소비재,276730
서울식품,필수소비재,4410
보해양조,필수소비재,890
이지바이오,필수소비재,353810
하이트진로홀딩스,필수소비재,140
교촌에프앤비,필수소비재,339770
에이치피오,필수소비재,357230
사조대림,필수소비재,3960
샘표식품,필수소비재,248170
TS트릴리온,필수소비재,317240
보락,필수소비재,2760
팜스코,필수소비재,36580
팜스토리,필수소비재,27710
우리손에프앤지,필수소비재,73560
창해에탄올,필수소비재,4650
CJ씨푸드,필수소비재,11150
사조동아원,필수소비재,8040
진로발효,필수소비재,18120
모나리자,필수소비재,12690
풍국주정,필수소비재,23900
국순당,필수소비재,43650
푸드나무,필수소비재,290720
마니커,필수소비재,27740
해태제과식품,필수소비재,101530
신라교역,필수소비재,4970
현대코퍼레이션홀딩스,필수소비재,227840
정다운,필수소비재,208140
마니커에프앤지,필수소비재,195500
크라운해태홀딩스,필수소비재,5740
블루베리 NFT,필수소비재,44480
흥국에프엔비,필수소비재,189980
에스앤디,필수소비재,260970
인산가,필수소비재,277410
한국맥널티,필수소비재,222980
비비씨,필수소비재,318410
크라운제과,필수소비재,264900
우성사료,필수소비재,6980
대주산업,필수소비재,3310
고려산업,필수소비재,2140
푸드웰,필수소비재,5670
샘표,필수소비재,7540
MH에탄올,필수소비재,23150
매일홀딩스,필수소비재,5990
한일사료,필수소비재,5860
조흥,필수소비재,2600
사조씨푸드,필수소비재,14710
사조오양,필수소비재,6090
우양,필수소비재,103840
동우팜투테이블,필수소비재,88910
케이엠제약,필수소비재,225430
동원수산,필수소비재,30720
한국가구,필수소비재,4590
케이씨피드,필수소비재,25880
엠에스씨,필수소비재,9780
네오크레마,필수소비재,311390
현대사료,필수소비재,16790
태양,필수소비재,53620
신송홀딩스,필수소비재,6880
삼정펄프,필수소비재,9770
미래생명자원,필수소비재,218150
체리부로,필수소비재,66360
신라에스지,필수소비재,25870
보라티알,필수소비재,250000
한성기업,필수소비재,3680
한탑,필수소비재,2680
셀트리온,건강관리,68270
삼성바이오로직스,건강관리,207940
셀트리온헬스케어,건강관리,91990
SK바이오사이언스,건강관리,302440
유한양행,건강관리,100
알테오젠,건강관리,196170
셀트리온제약,건강관리,68760
한미약품,건강관리,128940
씨젠,건강관리,96530
SK바이오팜,건강관리,326030
신풍제약,건강관리,19170
에스디바이오센서,건강관리,137310
유바이오로직스,건강관리,206650
에이치엘비생명과학,건강관리,67630
오스템임플란트,건강관리,48260
녹십자,건강관리,6280
진원생명과학,건강관리,11000
제넥신,건강관리,95700
한미사이언스,건강관리,8930
휴젤,건강관리,145020
바이오니아,건강관리,64550
레고켐바이오,건강관리,141080
종근당,건강관리,185750
한국비엔씨,건강관리,256840
차바이오텍,건강관리,85660
네이처셀,건강관리,7390
오스코텍,건강관리,39200
에스티팜,건강관리,237690
부광약품,건강관리,3000
한올바이오파마,건강관리,9420
셀리버리,건강관리,268600
헬릭스미스,건강관리,84990
메드팩토,건강관리,235980
메디톡스,건강관리,86900
대웅,건강관리,3090
HK이노엔,건강관리,195940
녹십자홀딩스,건강관리,5250
박셀바이오,건강관리,323990
엔케이맥스,건강관리,182400
대웅제약,건강관리,69620
에이비엘바이오,건강관리,298380
삼천당제약,건강관리,250
압타바이오,건강관리,293780
셀리드,건강관리,299660
아미코젠,건강관리,92040
국전약품,건강관리,307750
안트로젠,건강관리,65660
인트론바이오,건강관리,48530
아이진,건강관리,185490
엘앤씨바이오,건강관리,290650
동국제약,건강관리,86450
엔지켐생명과학,건강관리,183490
녹십자랩셀,건강관리,144510
파마리서치,건강관리,214450
이오플로우,건강관리,294090
바이넥스,건강관리,53030
덴티움,건강관리,145720
휴마시스,건강관리,205470
유나이티드제약,건강관리,33270
영진약품,건강관리,3520
보령제약,건강관리,3850
콜마비앤에이치,건강관리,200130
일양약품,건강관리,7570
CMG제약,건강관리,58820
지놈앤컴퍼니,건강관리,314130
디오,건강관리,39840
루트로닉,건강관리,85370
크리스탈지노믹스,건강관리,83790
동아쏘시오홀딩스,건강관리,640
코미팜,건강관리,41960
지트리비앤티,건강관리,115450
삼성제약,건강관리,1360
동아에스티,건강관리,170900
메디포스트,건강관리,78160
동화약품,건강관리,20
녹십자셀,건강관리,31390
제테마,건강관리,216080
에이치엘비제약,건강관리,47920
티앤알바이오팹,건강관리,246710
올릭스,건강관리,226950
아이센스,건강관리,99190
휴온스,건강관리,243070
제이시스메디칼,건강관리,287410
큐라클,건강관리,365270
프레스티지바이오로직스,건강관리,334970
바이오리더스,건강관리,142760
JW중외제약,건강관리,1060
뷰웍스,건강관리,100120
바디텍메드,건강관리,206640
바텍,건강관리,43150
싸이토젠,건강관리,217330
휴온스글로벌,건강관리,84110
이연제약,건강관리,102460
나이벡,건강관리,138610
마크로젠,건강관리,38290
랩지노믹스,건강관리,84650
이수앱지스,건강관리,86890
삼진제약,건강관리,5500
카이노스메드,건강관리,284620
서흥,건강관리,8490
고바이오랩,건강관리,348150
인바디,건강관리,41830
레이,건강관리,228670
대원제약,건강관리,3220
인터로조,건강관리,119610
피씨엘,건강관리,241820
바이젠셀,건강관리,308080
광동제약,건강관리,9290
종근당홀딩스,건강관리,1630
바이오플러스,건강관리,99430
유틸렉스,건강관리,263050
코아스템,건강관리,166480
에이프로젠제약,건강관리,3060
케어젠,건강관리,214370
펩트론,건강관리,87010
환인제약,건강관리,16580
에이비온,건강관리,203400
앱클론,건강관리,174900
제일약품,건강관리,271980
퓨쳐켐,건강관리,220100
에스씨엠생명과학,건강관리,298060
씨티씨바이오,건강관리,60590
한독,건강관리,2390
지노믹트리,건강관리,228760
티앤엘,건강관리,340570
EDGC,건강관리,245620
동성제약,건강관리,2210
진매트릭스,건강관리,109820
유비케어,건강관리,32620
수젠텍,건강관리,253840
테라젠이텍스,건강관리,66700
휴메딕스,건강관리,200670
한국파마,건강관리,32300
시너지이노베이션,건강관리,48870
노바렉스,건강관리,194700
아미노로직스,건강관리,74430
경동제약,건강관리,11040
한컴라이프케어,건강관리,372910
피플바이오,건강관리,304840
종근당바이오,건강관리,63160
팜젠사이언스,건강관리,4720
엘앤케이바이오,건강관리,156100
클래시스,건강관리,214150
서린바이오,건강관리,38070
제노포커스,건강관리,187420
피에이치씨,건강관리,57880
강스템바이오텍,건강관리,217730
파멥신,건강관리,208340
바이오솔루션,건강관리,86820
일동제약,건강관리,249420
엔젠바이오,건강관리,354200
하나제약,건강관리,293480
나노엔텍,건강관리,39860
대화제약,건강관리,67080
이지케어텍,건강관리,99750
일신바이오,건강관리,68330
코렌텍,건강관리,104540
명문제약,건강관리,17180
동구바이오제약,건강관리,6620
인트로메딕,건강관리,150840
퀀타매트릭스,건강관리,317690
대한약품,건강관리,23910
뉴트리,건강관리,270870
뷰노,건강관리,338220
JW신약,건강관리,67290
브릿지바이오테라퓨틱스,건강관리,288330
미코바이오메드,건강관리,214610
화일약품,건강관리,61250
세종메디칼,건강관리,258830
넥스트BT,건강관리,65170
파나진,건강관리,46210
한스바이오메드,건강관리,42520
테고사이언스,건강관리,191420
마이크로디지탈,건강관리,305090
현대약품,건강관리,4310
셀루메드,건강관리,49180
비올,건강관리,335890
바이오톡스텍,건강관리,86040
케어랩스,건강관리,263700
멕아이씨에스,건강관리,58110
리메드,건강관리,302550
코스맥스엔비티,건강관리,222040
조아제약,건강관리,34940
티움바이오,건강관리,321550
클리노믹스,건강관리,352770
비트컴퓨터,건강관리,32850
신테카바이오,건강관리,226330
젠큐릭스,건강관리,229000
중앙백신,건강관리,72020
압타머사이언스,건강관리,291650
덴티스,건강관리,261200
프롬바이오,건강관리,377220
제놀루션,건강관리,225220
프리시젼바이오,건강관리,335810
제이브이엠,건강관리,54950
제노레이,건강관리,122310
인피니트헬스케어,건강관리,71200
대한뉴팜,건강관리,54670
에스텍파마,건강관리,41910
바이오다인,건강관리,314930
쎌바이오텍,건강관리,49960
프로스테믹스,건강관리,203690
켐온,건강관리,217600
경보제약,건강관리,214390
노터스,건강관리,278650
녹십자웰빙,건강관리,234690
비씨월드제약,건강관리,200780
천랩,건강관리,311690
셀레믹스,건강관리,331920
애니젠,건강관리,196300
바이온,건강관리,32980
농우바이오,건강관리,54050
옵티팜,건강관리,153710
녹십자엠에스,건강관리,142280
신일제약,건강관리,12790
디알텍,건강관리,214680
세운메디칼,건강관리,100700
셀바스AI,건강관리,108860
더블유에스아이,건강관리,299170
경남제약,건강관리,53950
유유제약,건강관리,220
솔본,건강관리,35610
디알젬,건강관리,263690
국제약품,건강관리,2720
한주케미칼앤홀딩스,건강관리,43090
디에이치피코리아,건강관리,131030
코스맥스비티아이,건강관리,44820
라이프시맨틱스,건강관리,347700
레이언스,건강관리,228850
제일파마홀딩스,건강관리,2620
하이텍팜,건강관리,106190
지더블유바이텍,건강관리,36180
휴비츠,건강관리,65510
알리코제약,건강관리,260660
에이치엘사이언스,건강관리,239610
솔고바이오,건강관리,43100
위더스제약,건강관리,330350
제일바이오,건강관리,52670
메디아나,건강관리,41920
원바이오젠,건강관리,307280
삼일제약,건강관리,520
팬젠,건강관리,222110
제이엘케이,건강관리,322510
지엘팜텍,건강관리,204840
한국유니온제약,건강관리,80720
KPX생명과학,건강관리,114450
일성신약,건강관리,3120
일동홀딩스,건강관리,230
이글벳,건강관리,44960
디엔에이링크,건강관리,127120
진시스템,건강관리,363250
피엔케이피부임상연구센타,건강관리,347740
에이프로젠 H&G,건강관리,109960
메타바이오메드,건강관리,59210
안국약품,건강관리,1540
엠아이텍,건강관리,179290
진양제약,건강관리,7370
신신제약,건강관리,2800
이루다,건강관리,164060
고려제약,건강관리,14570
비피도,건강관리,238200
아시아종묘,건강관리,154030
이노테라피,건강관리,246960
대봉엘에스,건강관리,78140
대한과학,건강관리,131220
삼아제약,건강관리,9300
우진비앤지,건강관리,18620
모비스,건강관리,250060
원익,건강관리,32940
우정바이오,건강관리,215380
오스테오닉,건강관리,226400
네오펙트,건강관리,290660
피제이전자,건강관리,6140
얼라인드,건강관리,238120
대성미생물,건강관리,36480
에이디엠코리아,건강관리,187660
휴럼,건강관리,353190
서울제약,건강관리,18680
아스타,건강관리,246720
진바이오텍,건강관리,86060
서울리거,건강관리,43710
신흥,건강관리,4080
유앤아이,건강관리,56090
하이로닉,건강관리,149980
팜스빌,건강관리,318010
셀바스헬스케어,건강관리,208370
드림씨아이에스,건강관리,223250
KB금융,은행,105560
신한지주,은행,55550
하나금융지주,은행,86790
카카오뱅크,은행,323410
우리금융지주,은행,316140
기업은행,은행,24110
BNK금융지주,은행,138930
DGB금융지주,은행,139130
JB금융지주,은행,175330
삼성카드,은행,29780
우리기술투자,은행,41190
상상인,은행,38540
한국토지신탁,은행,34830
우리종금,은행,10050
SK디앤디,은행,210980
한국자산신탁,은행,123890
아주IB투자,은행,27360
에이티넘인베스트,은행,21080
리드코프,은행,12700
SBI인베스트먼트,은행,19550
대덕,은행,8060
미래에셋벤처투자,은행,100790
SV인베스트먼트,은행,289080
DSC인베스트먼트,은행,241520
글로벌텍스프리,은행,204620
한창,은행,5110
대성창투,은행,27830
엠벤처투자,은행,19590
TS인베스트먼트,은행,246690
ES큐브,은행,50120
한국캐피탈,은행,23760
리더스 기술투자,은행,19570
메이슨캐피탈,은행,21880
큐캐피탈,은행,16600
CNH,은행,23460
제주은행,은행,6220
푸른저축은행,은행,7330
컴퍼니케이,은행,307930
나우IB,은행,293580
린드먼아시아,은행,277070
한국금융지주,증권,71050
미래에셋증권,증권,6800
삼성증권,증권,16360
NH투자증권,증권,5940
메리츠증권,증권,8560
키움증권,증권,39490
대신증권,증권,3540
한화투자증권,증권,3530
유안타증권,증권,3470
SK증권,증권,1510
KTB투자증권,증권,30210
유진투자증권,증권,1200
신영증권,증권,1720
현대차증권,증권,1500
DB금융투자,증권,16610
다우데이타,증권,32190
교보증권,증권,30610
한양증권,증권,1750
이베스트투자증권,증권,78020
부국증권,증권,1270
유화증권,증권,3460
코리아에셋투자증권,증권,190650
상상인증권,증권,1290
삼성화재,보험,810
삼성생명,보험,32830
DB손해보험,보험,5830
현대해상,보험,1450
한화,보험,880
메리츠화재,보험,60
메리츠금융지주,보험,138040
한화생명,보험,88350
코리안리,보험,3690
동양생명,보험,82640
한화손해보험,보험,370
미래에셋생명,보험,85620
에이플러스에셋,보험,244920
롯데손해보험,보험,400
흥국화재,보험,540
NAVER,소프트웨어,35420
카카오,소프트웨어,35720
크래프톤,소프트웨어,259960
엔씨소프트,소프트웨어,36570
삼성에스디에스,소프트웨어,18260
넷마블,소프트웨어,251270
펄어비스,소프트웨어,263750
더존비즈온,소프트웨어,12510
위메이드,소프트웨어,112040
카카오게임즈,소프트웨어,293490
데브시스터즈,소프트웨어,194480
아프리카TV,소프트웨어,67160
컴투스,소프트웨어,78340
NHN한국사이버결제,소프트웨어,60250
NHN,소프트웨어,181710
현대오토에버,소프트웨어,307950
더블유게임즈,소프트웨어,192080
다우기술,소프트웨어,23590
웹젠,소프트웨어,69080
카페24,소프트웨어,42000
안랩,소프트웨어,53800
골프존,소프트웨어,215000
대아티아이,소프트웨어,45390
한글과컴퓨터,소프트웨어,30520
포스코 ICT,소프트웨어,22100
KG이니시스,소프트웨어,35600
조이시티,소프트웨어,67000
네오위즈,소프트웨어,95660
쿠콘,소프트웨어,294570
다날,소프트웨어,64260
자이언트스텝,소프트웨어,289220
웹케시,소프트웨어,53580
게임빌,소프트웨어,63080
알체라,소프트웨어,347860
신세계 I&C,소프트웨어,35510
맥스트,소프트웨어,377030
넵튠,소프트웨어,217270
알서포트,소프트웨어,131370
키다리스튜디오,소프트웨어,20120
원티드랩,소프트웨어,376980
한국정보인증,소프트웨어,53300
KG모빌리언스,소프트웨어,46440
롯데정보통신,소프트웨어,286940
민앤지,소프트웨어,214180
큐로컴,소프트웨어,40350
키네마스터,소프트웨어,139670
씨이랩,소프트웨어,189330
넷게임즈,소프트웨어,225570
세틀뱅크,소프트웨어,234340
라온시큐어,소프트웨어,42510
드림시큐리티,소프트웨어,203650
액션스퀘어,소프트웨어,205500
엠게임,소프트웨어,58630
넥슨지티,소프트웨어,41140
한컴위드,소프트웨어,54920
우리들휴브레인,소프트웨어,118000
케이아이엔엑스,소프트웨어,93320
선데이토즈,소프트웨어,123420
THE E&M,소프트웨어,89230
가비아,소프트웨어,79940
미투온,소프트웨어,201490
오상자이엘,소프트웨어,53980
오비고,소프트웨어,352910
버킷스튜디오,소프트웨어,66410
에스트래픽,소프트웨어,234300
티사이언티픽,소프트웨어,57680
한국전자인증,소프트웨어,41460
네오위즈홀딩스,소프트웨어,42420
케이사인,소프트웨어,192250
DB,소프트웨어,12030
솔트룩스,소프트웨어,304100
엠로,소프트웨어,58970
와이더플래닛,소프트웨어,321820
한컴MDS,소프트웨어,86960
한국전자금융,소프트웨어,63570
윈스,소프트웨어,136540
바이브컴퍼니,소프트웨어,301300
핑거,소프트웨어,163730
이노뎁,소프트웨어,303530
엑셈,소프트웨어,205100
이스트소프트,소프트웨어,47560
베노홀딩스,소프트웨어,206400
네오리진,소프트웨어,94860
플래티어,소프트웨어,367000
갤럭시아머니트리,소프트웨어,94480
룽투코리아,소프트웨어,60240
퓨쳐스트림네트웍스,소프트웨어,214270
콤텍시스템,소프트웨어,31820
플리토,소프트웨어,300080
폴라리스오피스,소프트웨어,41020
엔텔스,소프트웨어,69410
모비릭스,소프트웨어,348030
오픈베이스,소프트웨어,49480
딥노이드,소프트웨어,315640
미스터블루,소프트웨어,207760
플레이위드,소프트웨어,23770
한빛소프트,소프트웨어,47080
비즈니스온,소프트웨어,138580
투비소프트,소프트웨어,79970
아톤,소프트웨어,158430
아이티센,소프트웨어,124500
플랜티넷,소프트웨어,75130
케이엘넷,소프트웨어,39420
수산아이앤티,소프트웨어,50960
줌인터넷,소프트웨어,239340
나무기술,소프트웨어,242040
소프트센,소프트웨어,32680
아이퀘스트,소프트웨어,262840
브레인즈컴퍼니,소프트웨어,99390
이글루시큐리티,소프트웨어,67920
대신정보통신,소프트웨어,20180
누리플렉스,소프트웨어,40160
파수,소프트웨어,150900
링크제니시스,소프트웨어,219420
액토즈소프트,소프트웨어,52790
이루온,소프트웨어,65440
정원엔시스,소프트웨어,45510
미래아이앤지,소프트웨어,7120
인포뱅크,소프트웨어,39290
위세아이텍,소프트웨어,65370
이씨에스,소프트웨어,67010
영림원소프트랩,소프트웨어,60850
알티캐스트,소프트웨어,85810
링네트,소프트웨어,42500
캐리소프트,소프트웨어,317530
에프앤가이드,소프트웨어,64850
이니텍,소프트웨어,53350
핸디소프트,소프트웨어,220180
아시아나IDT,소프트웨어,267850
한네트,소프트웨어,52600
서호전기,소프트웨어,65710
유엔젤,소프트웨어,72130
인포바인,소프트웨어,115310
소프트캠프,소프트웨어,258790
미디어젠,소프트웨어,279600
SGA,소프트웨어,49470
리노스,소프트웨어,39980
쌍용정보통신,소프트웨어,10280
드래곤플라이,소프트웨어,30350
디지캡,소프트웨어,197140
이삭엔지니어링,소프트웨어,351330
시티랩스,소프트웨어,139050
브리지텍,소프트웨어,64480
SGA솔루션즈,소프트웨어,184230
시큐브,소프트웨어,131090
한일네트웍스,소프트웨어,46110
지니언스,소프트웨어,263860
텔코웨어,소프트웨어,78000
모바일리더,소프트웨어,100030
포시에스,소프트웨어,189690
휴네시온,소프트웨어,290270
데이타솔루션,소프트웨어,263800
로지시스,소프트웨어,67730
지란지교시큐리티,소프트웨어,208350
케이씨에스,소프트웨어,115500
티라유텍,소프트웨어,322180
한솔인티큐브,소프트웨어,70590
싸이버원,소프트웨어,356890
엠브레인,소프트웨어,169330
오파스넷,소프트웨어,173130
에스에스알,소프트웨어,275630
네이블,소프트웨어,153460
삼성전기,IT하드웨어,9150
LG이노텍,IT하드웨어,11070
일진머티리얼즈,IT하드웨어,20150
솔루엠,IT하드웨어,248070
고영,IT하드웨어,98460
대주전자재료,IT하드웨어,78600
케이엠더블유,IT하드웨어,32500
솔루스첨단소재,IT하드웨어,336370
상아프론테크,IT하드웨어,89980
대덕전자,IT하드웨어,353200
RFHIC,IT하드웨어,218410
엠씨넥스,IT하드웨어,97520
심텍,IT하드웨어,222800
에이스테크,IT하드웨어,88800
다원시스,IT하드웨어,68240
이녹스첨단소재,IT하드웨어,272290
파크시스템스,IT하드웨어,140860
서진시스템,IT하드웨어,178320
비에이치,IT하드웨어,90460
KH바텍,IT하드웨어,60720
인텔리안테크,IT하드웨어,189300
뉴지랩파마,IT하드웨어,214870
코나아이,IT하드웨어,52400
파트론,IT하드웨어,91700
쏠리드,IT하드웨어,50890
아이티엠반도체,IT하드웨어,84850
이엠텍,IT하드웨어,91120
파인테크닉스,IT하드웨어,106240
텔콘RF제약,IT하드웨어,200230
에스맥,IT하드웨어,97780
에스에이엠티,IT하드웨어,31330
에스티큐브,IT하드웨어,52020
나노스,IT하드웨어,151910
오이솔루션,IT하드웨어,138080
인탑스,IT하드웨어,49070
우리기술,IT하드웨어,32820
드림텍,IT하드웨어,192650
아모텍,IT하드웨어,52710
다산네트웍스,IT하드웨어,39560
와이솔,IT하드웨어,122990
영풍,IT하드웨어,670
하나기술,IT하드웨어,299030
자화전자,IT하드웨어,33240
시노펙스,IT하드웨어,25320
이트론,IT하드웨어,96040
상신이디피,IT하드웨어,91580
이노와이어리스,IT하드웨어,73490
세경하이테크,IT하드웨어,148150
하이비젼시스템,IT하드웨어,126700
에이텍,IT하드웨어,45660
슈피겐코리아,IT하드웨어,192440
신도리코,IT하드웨어,29530
와이팜,IT하드웨어,332570
앤디포스,IT하드웨어,238090
포인트모바일,IT하드웨어,318020
이랜텍,IT하드웨어,54210
인터플렉스,IT하드웨어,51370
에치에프알,IT하드웨어,230240
알에프텍,IT하드웨어,61040
이수페타시스,IT하드웨어,7660
옵트론텍,IT하드웨어,82210
얍엑스,IT하드웨어,60230
코리아써키트,IT하드웨어,7810
잉크테크,IT하드웨어,49550
에이프로,IT하드웨어,262260
유비쿼스,IT하드웨어,264450
코아시아,IT하드웨어,45970
우주일렉트로,IT하드웨어,65680
써니전자,IT하드웨어,4770
유비쿼스홀딩스,IT하드웨어,78070
유티아이,IT하드웨어,179900
아이디스,IT하드웨어,143160
슈프리마,IT하드웨어,236200
센코,IT하드웨어,347000
AP위성,IT하드웨어,211270
제이앤티씨,IT하드웨어,204270
디스플레이텍,IT하드웨어,66670
라온피플,IT하드웨어,300120
캠시스,IT하드웨어,50110
메디프론,IT하드웨어,65650
알엔투테크놀로지,IT하드웨어,148250
인성정보,IT하드웨어,33230
삼지전자,IT하드웨어,37460
바이오로그디바이스,IT하드웨어,208710
세코닉스,IT하드웨어,53450
아모센스,IT하드웨어,357580
에이루트,IT하드웨어,96690
엔시스,IT하드웨어,333620
노바텍,IT하드웨어,285490
에이텍티앤,IT하드웨어,224110
블루콤,IT하드웨어,33560
라이트론,IT하드웨어,69540
에스코넥,IT하드웨어,96630
재영솔루텍,IT하드웨어,49630
디케이티,IT하드웨어,290550
와이제이엠게임즈,IT하드웨어,193250
피씨디렉트,IT하드웨어,51380
코아시아옵틱스,IT하드웨어,196450
바이오스마트,IT하드웨어,38460
이즈미디어,IT하드웨어,181340
장원테크,IT하드웨어,174880
옴니시스템,IT하드웨어,57540
율호,IT하드웨어,72770
아모그린텍,IT하드웨어,125210
카스,IT하드웨어,16920
동운아나텍,IT하드웨어,94170
유일에너테크,IT하드웨어,340930
유비벨록스,IT하드웨어,89850
나무가,IT하드웨어,190510
아이씨케이,IT하드웨어,68940
에스넷,IT하드웨어,38680
푸른기술,IT하드웨어,94940
아이디스홀딩스,IT하드웨어,54800
이브이첨단소재,IT하드웨어,131400
광전자,IT하드웨어,17900
엠투아이,IT하드웨어,347890
에이치시티,IT하드웨어,72990
인콘,IT하드웨어,83640
남성,IT하드웨어,4270
옵티시스,IT하드웨어,109080
엔에스엔,IT하드웨어,31860
브이원텍,IT하드웨어,251630
모다이노칩,IT하드웨어,80420
앱코,IT하드웨어,129890
제이씨현시스템,IT하드웨어,33320
매커스,IT하드웨어,93520
파이오링크,IT하드웨어,170790
CS,IT하드웨어,65770
아이엠,IT하드웨어,101390
덕우전자,IT하드웨어,263600
빅솔론,IT하드웨어,93190
이노인스트루먼트,IT하드웨어,215790
멜파스,IT하드웨어,96640
라닉스,IT하드웨어,317120
서원인텍,IT하드웨어,93920
해성옵틱스,IT하드웨어,76610
아이앤씨,IT하드웨어,52860
EMW,IT하드웨어,79190
코위버,IT하드웨어,56360
현우산업,IT하드웨어,92300
머큐리,IT하드웨어,100590
아이즈비전,IT하드웨어,31310
뉴프렉스,IT하드웨어,85670
한일진공,IT하드웨어,123840
심텍홀딩스,IT하드웨어,36710
코맥스,IT하드웨어,36690
액트로,IT하드웨어,290740
유니온커뮤니티,IT하드웨어,203450
에스에이티,IT하드웨어,60540
위드텍,IT하드웨어,348350
아이크래프트,IT하드웨어,52460
현대에이치티,IT하드웨어,39010
슈프리마에이치큐,IT하드웨어,94840
THQ,IT하드웨어,192410
엘컴텍,IT하드웨어,37950
백금T&A,IT하드웨어,46310
우리넷,IT하드웨어,115440
주연테크,IT하드웨어,44380
다보링크,IT하드웨어,340360
케이씨티,IT하드웨어,89150
삼영에스앤씨,IT하드웨어,361670
에이엔피,IT하드웨어,15260
상신전자,IT하드웨어,263810
코콤,IT하드웨어,15710
RF머트리얼즈,IT하드웨어,327260
릭스솔루션,IT하드웨어,29480
디티앤씨,IT하드웨어,187220
S&K폴리텍,IT하드웨어,91340
삼양옵틱스,IT하드웨어,225190
딜리,IT하드웨어,131180
에이치앤비디자인,IT하드웨어,227100
에스텍,IT하드웨어,69510
알에프세미,IT하드웨어,96610
디에이피,IT하드웨어,66900
빛샘전자,IT하드웨어,72950
엔피디,IT하드웨어,198080
윈텍,IT하드웨어,320000
유아이엘,IT하드웨어,49520
피피아이,IT하드웨어,62970
기산텔레콤,IT하드웨어,35460
에프알텍,IT하드웨어,73540
성우전자,IT하드웨어,81580
삼화전자,IT하드웨어,11230
씨아이테크,IT하드웨어,4920
한국정보공학,IT하드웨어,39740
텔레필드,IT하드웨어,91440
파커스,IT하드웨어,65690
이랜시스,IT하드웨어,264850
슈프리마아이디,IT하드웨어,317770
아이디피,IT하드웨어,332370
육일씨엔에쓰,IT하드웨어,191410
엑스큐어,IT하드웨어,70300
인터엠,IT하드웨어,17250
대동전자,IT하드웨어,8110
디지아이,IT하드웨어,43360
모아텍,IT하드웨어,33200
동일기연,IT하드웨어,32960
삼성전자,반도체,5930
SK하이닉스,반도체,660
DB하이텍,반도체,990
리노공업,반도체,58470
원익IPS,반도체,240810
동진쎄미켐,반도체,5290
솔브레인,반도체,357780
이오테크닉스,반도체,39030
젬백스,반도체,82270
한미반도체,반도체,42700
네패스,반도체,33640
유진테크,반도체,84370
에스앤에스텍,반도체,101490
티씨케이,반도체,64760
코미코,반도체,183300
SFA반도체,반도체,36540
하나머티리얼즈,반도체,166090
하나마이크론,반도체,67310
해성디에스,반도체,195870
솔브레인홀딩스,반도체,36830
테스나,반도체,131970
유니테스트,반도체,86390
주성엔지니어링,반도체,36930
미코,반도체,59090
원익QnC,반도체,74600
피에스케이,반도체,319660
에프에스티,반도체,36810
테스,반도체,95610
신성이엔지,반도체,11930
오킨스전자,반도체,80580
엘비세미콘,반도체,61970
넥스틴,반도체,348210
테크윙,반도체,89030
엠케이전자,반도체,33160
유니셈,반도체,36200
에이피티씨,반도체,89970
티에스이,반도체,131290
ISC,반도체,95340
케이씨텍,반도체,281820
월덱스,반도체,101160
인텍플러스,반도체,64290
에이디테크놀로지,반도체,200710
원익홀딩스,반도체,30530
KEC,반도체,92220
디엔에프,반도체,92070
뉴파워프라즈마,반도체,144960
피에스케이홀딩스,반도체,31980
GST,반도체,83450
엘오티베큠,반도체,83310
에스티아이,반도체,39440
프로텍,반도체,53610
예스티,반도체,122640
케이씨,반도체,29460
아이텍,반도체,119830
어보브반도체,반도체,102120
디아이,반도체,3160
유니퀘스트,반도체,77500
텔레칩스,반도체,54450
제주반도체,반도체,80220
아이원스,반도체,114810
네패스아크,반도체,330860
기가레인,반도체,49080
